log10_mh_msun,log10_epsilon_lower,log10_epsilon_mid,log10_epsilon_upper,log10_mstar_over_mh_lower,log10_mstar_over_mh_mid,log10_mstar_over_mh_upper
13.501370,-1.834509,-1.524963,-1.215418,-2.611792,-2.302247,-1.992701
13.506356,-1.838241,-1.528235,-1.218229,-2.615524,-2.305518,-1.995512
13.511343,-1.841967,-1.531501,-1.221035,-2.619251,-2.308785,-1.998319
13.516329,-1.845688,-1.534763,-1.223837,-2.622971,-2.312046,-2.001121
13.521315,-1.849404,-1.538020,-1.226635,-2.626688,-2.315303,-2.003919
13.526302,-1.853115,-1.541272,-1.229428,-2.630398,-2.318555,-2.006712
13.531288,-1.856810,-1.544509,-1.232209,-2.634093,-2.321793,-2.009492
13.536274,-1.860499,-1.547741,-1.234984,-2.637782,-2.325025,-2.012268
13.541261,-1.864183,-1.550969,-1.237756,-2.641467,-2.328253,-2.015039
13.546247,-1.867863,-1.554193,-1.240524,-2.645146,-2.331477,-2.017807
13.551233,-1.871538,-1.557413,-1.243287,-2.648821,-2.334696,-2.020571
13.556219,-1.875208,-1.560628,-1.246047,-2.652492,-2.337911,-2.023331
13.561206,-1.878873,-1.563838,-1.248803,-2.656157,-2.341122,-2.026087
13.566192,-1.882533,-1.567044,-1.251555,-2.659816,-2.344327,-2.028838
13.571178,-1.886187,-1.570245,-1.254302,-2.663471,-2.347528,-2.031586
13.576165,-1.889836,-1.573441,-1.257045,-2.667120,-2.350724,-2.034329
13.581151,-1.893479,-1.576631,-1.259783,-2.670763,-2.353915,-2.037067
13.586137,-1.897111,-1.579812,-1.262513,-2.674395,-2.357096,-2.039797
13.591124,-1.900728,-1.582979,-1.265230,-2.678012,-2.360263,-2.042514
13.596110,-1.904339,-1.586141,-1.267943,-2.681623,-2.363425,-2.045227
13.601096,-1.907942,-1.589296,-1.270650,-2.685226,-2.366580,-2.047934
13.606082,-1.911538,-1.592444,-1.273351,-2.688821,-2.369728,-2.050634
13.611069,-1.915125,-1.595585,-1.276045,-2.692408,-2.372868,-2.053328
13.616055,-1.918703,-1.598718,-1.278732,-2.695987,-2.376001,-2.056016
13.621041,-1.922273,-1.601843,-1.281413,-2.699556,-2.379127,-2.058697
13.626028,-1.925834,-1.604961,-1.284088,-2.703118,-2.382244,-2.061371
13.631014,-1.929386,-1.608071,-1.286755,-2.706670,-2.385354,-2.064038
13.636000,-1.932929,-1.611172,-1.289415,-2.710213,-2.388456,-2.066699
13.640987,-1.936463,-1.614266,-1.292069,-2.713747,-2.391550,-2.069352
13.645973,-1.939988,-1.617352,-1.294715,-2.717272,-2.394635,-2.071999
13.650959,-1.943503,-1.620429,-1.297354,-2.720787,-2.397712,-2.074638
13.655945,-1.947009,-1.623498,-1.299986,-2.724293,-2.400781,-2.077270
13.660932,-1.950505,-1.626558,-1.302611,-2.727789,-2.403842,-2.079895
13.665918,-1.953991,-1.629610,-1.305228,-2.731275,-2.406893,-2.082512
13.670904,-1.957467,-1.632653,-1.307838,-2.734751,-2.409936,-2.085121
13.675891,-1.960933,-1.635687,-1.310440,-2.738217,-2.412970,-2.087723
13.680877,-1.964389,-1.638712,-1.313034,-2.741672,-2.415995,-2.090318
13.685863,-1.967834,-1.641727,-1.315621,-2.745118,-2.419011,-2.092904
13.690850,-1.971269,-1.644734,-1.318199,-2.748552,-2.422018,-2.095483
13.695836,-1.974694,-1.647733,-1.320771,-2.751978,-2.425016,-2.098055
13.700822,-1.978105,-1.650719,-1.323332,-2.755389,-2.428002,-2.100616
13.705808,-1.981504,-1.653694,-1.325885,-2.758788,-2.430978,-2.103168
13.710795,-1.984894,-1.656662,-1.328430,-2.762178,-2.433946,-2.105714
13.715781,-1.988275,-1.659622,-1.330969,-2.765559,-2.436906,-2.108252
13.720767,-1.991646,-1.662573,-1.333501,-2.768930,-2.439857,-2.110784
13.725754,-1.995004,-1.665514,-1.336023,-2.772288,-2.442797,-2.113306
13.730740,-1.998348,-1.668441,-1.338534,-2.775632,-2.445725,-2.115818
13.735726,-2.001681,-1.671360,-1.341038,-2.778965,-2.448643,-2.118322
13.740712,-2.005002,-1.674268,-1.343533,-2.782286,-2.451551,-2.120817
13.745699,-2.008311,-1.677165,-1.346019,-2.785595,-2.454449,-2.123303
13.750685,-2.011608,-1.680052,-1.348496,-2.788892,-2.457336,-2.125780
13.755671,-2.014892,-1.682928,-1.350965,-2.792176,-2.460212,-2.128248
13.760658,-2.018164,-1.685794,-1.353424,-2.795448,-2.463077,-2.130707
13.765644,-2.021424,-1.688649,-1.355874,-2.798707,-2.465932,-2.133157
13.770630,-2.024675,-1.691497,-1.358318,-2.801959,-2.468780,-2.135602
13.775617,-2.027900,-1.694322,-1.360743,-2.805183,-2.471605,-2.138027
13.780603,-2.031105,-1.697129,-1.363154,-2.808388,-2.474413,-2.140437
13.785589,-2.034303,-1.699931,-1.365560,-2.811586,-2.477215,-2.142843
13.790575,-2.037494,-1.702727,-1.367960,-2.814777,-2.480011,-2.145244
13.795562,-2.040675,-1.705515,-1.370354,-2.817959,-2.482798,-2.147638
13.800548,-2.043846,-1.708293,-1.372740,-2.821130,-2.485577,-2.150024
13.805534,-2.047005,-1.711062,-1.375118,-2.824289,-2.488345,-2.152402
13.810521,-2.050151,-1.713818,-1.377486,-2.827434,-2.491102,-2.154770
13.815507,-2.053281,-1.716562,-1.379843,-2.830565,-2.493846,-2.157127
13.820493,-2.056395,-1.719292,-1.382189,-2.833679,-2.496576,-2.159473
13.825480,-2.059492,-1.722007,-1.384522,-2.836775,-2.499291,-2.161806
13.830466,-2.062569,-1.724705,-1.386842,-2.839852,-2.501989,-2.164125
13.835452,-2.065629,-1.727389,-1.389149,-2.842913,-2.504673,-2.166433
13.840438,-2.068673,-1.730059,-1.391445,-2.845957,-2.507343,-2.168729
13.845425,-2.071703,-1.732717,-1.393731,-2.848986,-2.510000,-2.171014
13.850411,-2.074718,-1.735362,-1.396006,-2.852001,-2.512645,-2.173289
13.855397,-2.077719,-1.737995,-1.398271,-2.855002,-2.515278,-2.175554
13.860384,-2.080707,-1.740617,-1.400527,-2.857991,-2.517901,-2.177810
13.865370,-2.083683,-1.743229,-1.402774,-2.860967,-2.520512,-2.180058
13.870356,-2.086648,-1.745831,-1.405014,-2.863931,-2.523114,-2.182297
13.875343,-2.089601,-1.748423,-1.407245,-2.866885,-2.525707,-2.184529
13.880329,-2.092545,-1.751007,-1.409470,-2.869828,-2.528291,-2.186753
13.885315,-2.095471,-1.753576,-1.411682,-2.872754,-2.530860,-2.188966
13.890301,-2.098362,-1.756116,-1.413870,-2.875645,-2.533399,-2.191153
13.895288,-2.101239,-1.758643,-1.416048,-2.878523,-2.535927,-2.193331
13.900274,-2.104102,-1.761159,-1.418215,-2.881386,-2.538442,-2.195499
13.905260,-2.106948,-1.763660,-1.420371,-2.884232,-2.540943,-2.197655
13.910247,-2.109778,-1.766147,-1.422516,-2.887061,-2.543430,-2.199799
13.915233,-2.112590,-1.768619,-1.424648,-2.889874,-2.545903,-2.201932
13.920219,-2.115388,-1.771079,-1.426770,-2.892671,-2.548362,-2.204054
13.925206,-2.118164,-1.773520,-1.428877,-2.895447,-2.550804,-2.206161
13.930192,-2.120921,-1.775946,-1.430971,-2.898204,-2.553229,-2.208254
13.935178,-2.123665,-1.778360,-1.433055,-2.900948,-2.555644,-2.210339
13.940164,-2.126393,-1.780761,-1.435129,-2.903676,-2.558044,-2.212412
13.945151,-2.129102,-1.783146,-1.437189,-2.906385,-2.560429,-2.214473
13.950137,-2.131791,-1.785513,-1.439235,-2.909074,-2.562796,-2.216519
13.955123,-2.134461,-1.787864,-1.441268,-2.911744,-2.565148,-2.218552
13.960110,-2.137113,-1.790201,-1.443289,-2.914397,-2.567485,-2.220573
13.965096,-2.139750,-1.792525,-1.445299,-2.917034,-2.569808,-2.222583
13.970082,-2.142372,-1.794835,-1.447299,-2.919656,-2.572119,-2.224582
13.975069,-2.144972,-1.797127,-1.449283,-2.922255,-2.574411,-2.226566
13.980055,-2.147546,-1.799398,-1.451249,-2.924829,-2.576681,-2.228533
13.985041,-2.150104,-1.801654,-1.453204,-2.927387,-2.578938,-2.230488
13.990027,-2.152646,-1.803897,-1.455149,-2.929930,-2.581181,-2.232432
13.995014,-2.155171,-1.806126,-1.457081,-2.932454,-2.583409,-2.234365
14.000000,-2.157675,-1.808338,-1.459000,-2.934959,-2.585621,-2.236283
